,PanCK,CD3,CD4,CD8,CD20,CD68,PD1,PDL1,FOXP3,Ki67,SMA,CD31,VIM,CD45
cell_02044,4,6,6,0,0,2,2,6,4,4,0,7,4,2
cell_02045,3,8,3,2,1,1,0,3,4,3,4,6,3,1
cell_02046,4,7,6,7,1,1,2,11,2,7,2,5,6,4
cell_02047,1,4,6,4,1,1,1,6,3,5,0,2,5,2
cell_02048,5,2,2,2,0,0,1,4,5,9,0,5,9,1
cell_02049,4,6,1,5,0,0,0,4,3,4,1,5,6,1
cell_02050,3,4,3,5,1,1,0,11,2,9,0,7,2,2
cell_02051,2,5,6,3,1,1,1,5,1,2,2,5,9,2
cell_02052,4,5,4,3,2,3,1,7,6,3,2,2,3,1
cell_02053,2,5,5,2,1,1,0,2,7,4,1,7,3,3
cell_02054,3,8,8,2,1,0,3,2,4,3,0,2,2,1
cell_02055,6,10,6,1,2,0,1,5,2,1,1,8,5,2
cell_02056,0,4,5,4,0,4,0,6,7,2,1,1,6,2
cell_02057,3,2,5,2,1,3,1,8,2,4,2,7,6,2
cell_02058,4,8,3,1,0,2,0,7,6,2,2,7,5,0
cell_02059,2,6,4,2,0,6,2,3,1,4,1,8,3,2
cell_02060,4,6,3,2,2,5,2,10,4,6,0,6,0,3
cell_02061,1,4,3,2,1,1,0,6,5,3,1,5,8,2
cell_02062,2,5,4,2,0,0,0,3,1,0,1,6,4,3
cell_02063,3,5,1,3,1,0,0,1,6,4,3,7,10,1
cell_02064,2,11,2,5,1,0,0,9,3,2,0,1,9,2
cell_02065,6,11,10,7,0,3,3,9,7,4,0,4,5,3
cell_02066,2,11,8,6,2,0,1,5,4,0,0,7,4,2
cell_02067,1,5,7,5,2,0,2,8,6,4,0,6,1,0
cell_02068,2,6,7,6,0,1,0,6,2,6,0,3,5,3
cell_02069,4,3,3,2,3,2,0,5,3,5,0,6,2,0
cell_02070,5,4,4,5,1,1,1,6,3,5,1,7,8,3
cell_02071,4,1,4,4,1,1,1,4,7,4,2,8,5,3
cell_02072,2,9,1,1,2,0,0,4,5,7,0,10,4,2
cell_02073,3,6,7,3,2,3,2,2,3,6,0,8,7,1
cell_02074,2,10,3,3,0,1,0,3,5,9,1,3,6,3
cell_02075,5,6,2,0,3,2,0,4,5,6,1,4,7,0
cell_02076,2,8,4,1,2,1,0,6,3,2,0,6,6,1
cell_02077,1,8,4,4,2,0,1,8,2,3,0,3,4,3
cell_02078,4,3,3,3,1,1,2,4,2,4,0,3,10,2
cell_02079,5,9,2,6,5,2,0,4,0,3,1,6,5,4
cell_02080,2,7,6,3,1,1,1,5,6,3,0,5,9,1
cell_02081,4,1,6,2,0,3,1,7,3,3,1,2,6,2
cell_02082,5,4,4,5,2,0,0,5,3,4,0,7,3,2
cell_02083,7,5,6,3,0,1,2,2,2,4,0,5,4,5
cell_02084,0,3,3,2,0,2,0,10,2,7,0,7,4,2
cell_02085,3,4,3,3,0,1,1,2,7,0,0,5,6,1
cell_02086,2,5,10,3,2,1,3,5,2,7,0,6,8,2
cell_02087,4,8,1,3,3,2,1,5,2,4,0,2,6,2
cell_02088,2,9,5,1,3,0,0,8,2,4,1,5,4,1
cell_02089,0,3,5,3,0,2,0,3,3,9,0,7,6,0
cell_02090,1,9,3,2,1,1,0,5,5,2,0,1,7,2
cell_02091,2,4,3,8,2,2,0,4,9,4,0,9,6,2
cell_02092,2,10,5,7,1,1,3,1,4,10,1,4,4,1
cell_02093,4,3,3,5,1,2,0,10,2,3,1,3,7,0
cell_02094,1,7,1,1,2,1,0,7,2,6,0,8,6,2
cell_02095,1,3,4,3,1,1,0,6,5,5,0,7,2,2
cell_02096,6,4,11,3,1,0,2,8,2,5,0,9,7,2
cell_02097,2,6,8,6,2,0,0,4,4,5,0,4,5,5
cell_02098,3,6,8,2,0,1,0,7,3,3,0,6,3,3
cell_02099,5,4,6,3,1,3,0,4,3,3,0,2,6,0
cell_02100,3,3,6,7,1,0,0,4,4,2,2,5,6,2
cell_02101,3,6,3,6,0,1,2,5,3,3,2,3,7,0
cell_02102,3,1,4,2,1,1,1,6,7,1,1,7,3,3
cell_02103,2,6,3,1,1,2,0,6,4,1,1,4,9,2
cell_02104,3,9,2,6,2,1,0,4,6,6,1,7,2,1
cell_02105,4,8,5,5,1,1,1,5,3,2,0,2,5,3
cell_02106,4,2,3,2,3,1,0,7,6,8,1,7,3,2
cell_02107,4,5,8,0,3,2,1,6,5,6,2,9,2,2
cell_02108,2,7,3,3,1,1,0,6,0,2,0,2,3,1
cell_02109,4,5,7,5,3,0,1,6,8,7,1,5,6,2
cell_02110,1,2,4,3,2,0,1,5,6,2,0,7,5,2
cell_02111,1,3,4,1,2,1,0,5,2,2,3,7,12,0
cell_02112,0,4,3,1,1,1,1,5,6,7,1,4,4,1
cell_02113,3,11,5,6,1,0,0,5,7,0,0,4,3,3
cell_02114,3,5,5,8,0,3,2,8,3,6,1,10,8,1
cell_02115,3,5,5,1,3,2,0,2,9,7,0,9,8,3
cell_02116,2,9,3,4,1,1,0,9,3,3,0,6,5,3
cell_02117,2,5,1,6,3,3,2,5,3,4,0,9,5,2
cell_02118,3,6,5,1,1,1,1,3,4,3,0,5,11,1
cell_02119,0,2,4,3,1,1,2,4,5,3,1,7,6,1
cell_02120,4,4,5,3,3,4,3,6,4,4,0,11,6,0
cell_02121,0,7,4,4,0,2,0,9,3,5,1,6,7,1
cell_02122,4,10,9,1,0,2,2,3,2,3,0,8,4,0
cell_02123,1,9,4,3,1,1,0,5,8,0,0,4,3,3
cell_02124,4,5,6,5,2,1,1,1,6,2,0,5,3,1
cell_02125,3,9,3,4,1,4,0,5,6,2,1,4,6,2
cell_02126,1,4,3,4,1,1,0,4,6,4,1,7,4,2
cell_02127,4,6,3,5,1,2,1,5,6,6,1,5,10,1
cell_02128,1,3,5,3,5,2,0,4,4,1,1,4,4,2
cell_02129,3,7,3,8,0,1,0,4,2,2,0,6,5,0
cell_02130,4,9,6,3,0,0,1,6,5,5,0,7,9,0
cell_02131,3,10,7,1,1,1,1,7,4,7,1,3,9,2
cell_02132,3,5,4,2,1,0,1,6,5,4,1,9,3,0
cell_02133,2,6,3,4,0,1,0,6,4,5,1,11,6,2
cell_02134,1,5,3,4,2,0,0,6,5,1,2,5,5,2
cell_02135,1,4,8,2,1,0,0,7,5,2,2,9,5,2
cell_02136,0,6,3,9,2,0,0,1,3,6,2,3,4,2
cell_02137,3,5,2,3,0,1,0,3,3,7,2,4,2,2
cell_02138,3,6,5,5,2,2,2,6,5,6,0,5,4,3
cell_02139,5,5,4,3,1,2,1,3,3,4,1,6,6,0
cell_02140,2,4,1,4,0,0,2,6,7,3,0,5,8,1
cell_02141,7,7,5,7,2,1,1,6,4,5,0,4,5,0
cell_02142,2,7,3,9,1,1,1,5,2,3,1,7,5,2
cell_02143,1,6,5,7,0,3,2,4,3,6,0,6,3,3
cell_02144,1,6,6,3,3,0,0,7,2,1,0,5,1,1
cell_02145,3,5,5,4,1,2,1,1,5,5,0,4,4,1
cell_02146,1,5,6,3,3,1,0,3,4,6,0,7,7,0
cell_02147,5,9,6,5,4,2,0,2,5,3,0,3,7,2
cell_02148,2,4,6,2,1,0,2,7,3,4,1,8,11,3
cell_02149,6,7,6,9,0,1,0,3,4,2,0,8,7,2
cell_02150,1,4,5,6,1,0,1,5,4,5,0,7,5,1
cell_02151,1,6,4,3,1,1,0,5,4,3,0,5,5,3
cell_02152,2,6,6,3,1,1,0,6,4,8,2,7,4,2
cell_02153,5,8,4,2,0,3,1,7,6,6,0,8,6,3
cell_02154,1,3,2,4,0,1,0,6,4,1,0,5,6,2
cell_02155,1,5,1,3,1,2,2,7,4,3,1,4,9,2
cell_02156,1,8,4,4,3,2,3,2,7,8,2,3,3,1
cell_02157,8,3,1,5,1,0,0,7,3,6,0,3,6,0
cell_02158,4,6,7,6,0,3,0,3,4,6,1,4,2,1
cell_02159,5,7,4,3,1,1,2,5,3,6,1,5,6,0
cell_02160,3,9,4,5,0,1,1,4,2,7,1,5,8,1
cell_02161,2,8,1,5,1,0,3,8,4,7,1,6,8,0
cell_02162,4,4,5,1,0,2,0,9,5,2,0,6,6,2
cell_02163,2,5,2,4,1,2,2,3,2,5,2,6,8,1
cell_02164,4,7,4,6,1,3,2,5,4,7,0,4,13,5
cell_02165,5,6,4,2,0,1,2,9,2,5,0,6,5,0
cell_02166,0,8,3,6,1,0,0,6,1,6,0,7,4,4
cell_02167,5,6,5,1,1,2,2,3,3,5,0,4,2,2
cell_02168,1,7,3,7,2,1,1,2,5,3,1,7,5,2
cell_02169,0,4,6,2,0,1,1,7,1,6,0,5,3,0
cell_02170,4,3,5,3,4,1,1,1,5,9,1,7,6,0
cell_02171,4,3,9,5,1,5,0,6,1,4,0,12,8,3
cell_02172,1,5,7,1,0,2,0,3,5,7,2,10,4,2
cell_02173,4,4,5,4,2,1,1,3,5,5,0,5,7,3
cell_02174,4,7,8,1,2,3,1,9,0,3,1,6,0,3
cell_02175,3,3,4,7,2,2,1,5,1,1,1,10,2,4
cell_02176,3,5,9,4,2,1,2,4,1,5,2,4,4,2
cell_02177,0,9,4,3,0,1,1,5,4,3,1,11,6,1
cell_02178,2,2,2,5,2,1,0,11,4,7,0,6,6,1
cell_02179,6,4,4,5,0,2,0,6,4,5,0,6,1,4
cell_02180,2,7,3,4,1,2,1,9,3,4,1,5,7,1
cell_02181,4,6,6,5,0,1,0,2,5,3,0,4,6,3
cell_02182,1,2,3,4,1,1,1,6,2,8,1,2,9,1
cell_02183,5,4,6,9,2,1,0,5,10,2,1,6,4,1
cell_02184,1,4,3,9,2,1,0,6,6,7,0,9,4,1
cell_02185,7,9,7,3,0,2,0,4,3,3,1,7,8,2
cell_02186,2,9,8,5,1,0,1,3,3,2,2,9,9,5
cell_02187,0,10,6,2,1,0,1,3,4,6,1,6,10,2
cell_02188,2,5,9,1,0,1,0,6,3,6,0,7,6,0
cell_02189,3,7,3,3,2,0,2,2,4,4,1,3,5,2
cell_02190,2,4,3,6,1,2,0,6,4,3,0,5,4,1
cell_02191,1,4,5,6,2,2,0,3,3,1,0,10,6,3
cell_02192,2,4,8,3,1,3,0,9,2,4,1,6,1,1
cell_02193,1,7,3,6,1,3,0,4,7,7,0,8,9,1
cell_02194,2,4,7,4,3,0,0,4,2,5,1,8,2,1
cell_02195,4,8,3,1,0,3,0,4,2,5,1,2,8,0
cell_02196,8,9,4,3,1,1,0,5,5,4,2,8,4,3
cell_02197,2,3,5,4,1,2,2,5,3,5,2,7,2,1
cell_02198,1,3,3,5,1,3,2,2,1,4,1,9,3,0
cell_02199,2,8,2,3,2,3,0,5,6,2,2,4,9,2
cell_02200,0,2,3,3,5,1,0,5,2,4,0,4,5,1
cell_02201,2,6,8,2,0,0,0,4,2,6,0,16,4,0
cell_02202,0,9,3,4,1,0,0,4,5,6,1,8,6,1
cell_02203,1,5,2,5,2,0,0,5,3,4,0,7,6,2
cell_02204,1,6,5,5,1,0,2,5,6,6,1,4,3,0
cell_02205,4,4,7,3,2,2,0,8,5,2,1,5,5,3
cell_02206,3,6,6,3,2,1,0,3,5,5,1,9,5,1
cell_02207,1,8,4,7,0,3,1,7,6,1,2,7,7,1
cell_02208,3,5,1,7,0,3,0,4,1,5,1,2,6,1
cell_02209,2,4,3,4,1,0,0,2,4,3,0,7,9,2
cell_02210,3,5,5,0,2,0,1,4,2,4,0,6,1,2
cell_02211,2,6,7,4,0,2,0,4,0,11,1,2,7,4
cell_02212,3,4,3,4,1,1,1,5,6,10,0,4,4,6
cell_02213,3,8,6,2,1,1,1,3,5,6,1,4,6,0
cell_02214,0,5,3,7,1,1,1,7,3,2,0,6,7,5
cell_02215,5,6,4,3,1,3,0,7,1,8,1,5,2,1
cell_02216,0,3,5,7,0,1,1,4,3,8,0,2,6,2
cell_02217,1,8,2,3,1,1,1,6,3,2,0,12,4,1
cell_02218,2,9,2,7,0,0,0,4,3,6,0,8,6,1
cell_02219,2,8,5,4,1,0,0,4,3,4,1,7,3,0
cell_02220,6,4,2,4,2,1,0,1,5,5,1,6,9,1
cell_02221,1,6,3,6,1,2,1,7,3,7,0,4,9,2
cell_02222,2,3,7,2,0,0,0,7,3,3,0,5,7,4
cell_02223,2,4,6,3,3,1,1,7,3,7,0,4,5,2
cell_02224,2,2,5,3,0,1,0,6,5,3,1,7,6,4
cell_02225,3,7,2,3,1,2,1,5,4,2,0,7,3,3
cell_02226,6,4,4,2,1,6,0,8,6,3,2,11,5,0
cell_02227,1,6,3,4,0,2,0,4,7,2,1,7,9,2
cell_02228,3,5,6,5,2,1,1,3,4,7,0,4,7,6
cell_02229,3,4,1,2,3,2,1,3,7,7,4,7,2,2
cell_02230,1,4,10,5,2,0,1,6,3,2,0,6,4,2
cell_02231,3,4,6,5,0,2,1,1,4,5,1,6,4,2
cell_02232,2,4,3,1,3,1,1,4,5,5,1,6,6,3
cell_02233,3,3,7,0,3,4,1,2,1,8,0,5,6,1
cell_02234,3,5,3,0,1,2,1,4,4,6,0,4,4,1
cell_02235,3,8,7,5,1,0,0,3,4,5,0,6,7,1
cell_02236,1,6,1,1,2,3,2,5,2,4,1,9,7,1
cell_02237,8,7,5,4,4,5,1,6,3,3,0,5,7,4
cell_02238,1,4,6,2,1,1,0,0,1,5,1,5,8,0
cell_02239,4,6,7,6,0,1,1,6,3,6,1,6,6,0
cell_02240,4,10,6,5,3,0,0,2,5,5,2,9,7,2
cell_02241,2,1,3,3,1,3,1,3,8,2,0,7,5,2
cell_02242,4,9,2,7,3,0,2,5,5,4,0,4,2,3
cell_02243,0,0,5,2,2,0,1,3,3,6,0,6,2,1
cell_02244,6,4,6,6,2,0,1,7,9,3,0,10,5,2
cell_02245,2,5,3,3,3,1,2,8,6,6,1,4,7,3
cell_02246,1,7,10,7,1,2,0,4,4,5,1,4,5,1
cell_02247,1,6,7,1,1,1,1,4,3,2,1,7,3,3
cell_02248,3,5,6,7,3,1,0,4,4,3,0,6,7,1
cell_02249,0,4,6,2,1,0,1,7,3,4,0,6,4,5
cell_02250,2,5,7,3,2,1,2,4,2,4,0,7,6,2
cell_02251,2,11,1,4,0,1,0,7,5,2,0,4,4,1
cell_02252,2,4,5,2,0,0,1,9,5,6,0,6,9,4
cell_02253,1,5,1,3,0,0,2,5,1,10,1,5,3,0
cell_02254,2,6,3,3,2,2,1,10,3,4,0,3,3,0
cell_02255,1,10,3,3,0,0,0,9,2,4,0,1,7,4
cell_02256,0,7,6,4,3,3,0,9,4,7,0,5,6,2
cell_02257,3,5,4,2,3,4,1,8,5,2,2,11,5,2
cell_02258,4,6,3,3,2,0,1,4,1,4,0,5,7,2
cell_02259,2,5,1,3,1,0,0,1,3,6,0,7,6,1
cell_02260,4,3,6,3,2,0,1,3,5,8,0,6,4,3
cell_02261,3,7,6,3,3,0,1,9,7,2,0,8,3,3
cell_02262,4,6,5,3,3,1,1,6,2,4,0,7,3,2
cell_02263,2,10,3,6,1,1,0,7,4,3,1,7,6,1
cell_02264,6,6,4,5,1,1,1,8,7,3,1,5,1,2
cell_02265,4,12,4,6,2,3,1,7,2,3,0,6,6,0
cell_02266,4,6,3,7,1,1,0,8,3,4,1,3,8,2
cell_02267,2,2,3,7,0,2,3,3,2,8,0,11,7,0
cell_02268,5,3,4,4,3,0,1,6,4,4,1,8,5,1
cell_02269,0,4,1,3,2,1,2,4,2,7,0,4,6,0
cell_02270,1,9,6,6,2,2,0,7,4,3,0,10,2,0
cell_02271,3,6,6,2,6,1,1,7,3,5,1,6,5,1
cell_02272,2,3,8,3,2,0,0,6,6,6,1,10,3,3
cell_02273,3,7,5,2,3,1,2,6,5,3,3,9,4,2
cell_02274,6,6,2,3,2,0,0,4,2,4,0,9,10,2
cell_02275,2,3,4,4,1,0,1,7,3,4,1,8,9,1
cell_02276,2,5,3,8,2,6,2,4,5,5,1,3,7,2
cell_02277,2,6,6,1,1,3,2,7,4,1,1,5,3,0
cell_02278,1,8,5,8,1,0,1,4,4,6,2,4,6,2
cell_02279,1,6,2,2,2,2,2,3,7,3,0,4,9,1
cell_02280,0,6,4,7,3,1,0,5,3,7,2,3,3,3
cell_02281,2,9,3,5,1,0,0,9,4,3,0,2,7,2
cell_02282,2,8,3,4,3,2,2,3,4,5,1,9,9,3
cell_02283,1,8,0,2,1,1,1,6,3,5,1,8,7,2
cell_02284,2,8,1,1,1,1,1,7,4,7,0,3,5,2
cell_02285,4,5,3,4,3,1,3,6,3,8,0,10,4,2
cell_02286,6,3,4,5,0,1,0,7,6,2,0,6,7,2
cell_02287,2,5,13,3,0,1,1,6,3,4,0,8,7,1
cell_02288,3,9,7,3,0,1,0,4,3,4,1,2,1,1
cell_02289,1,4,7,1,2,2,0,4,6,6,1,10,2,2
cell_02290,2,6,3,2,2,2,0,4,3,9,0,4,8,2
cell_02291,4,9,5,2,0,0,3,2,6,2,0,3,4,0
cell_02292,2,2,5,5,1,0,1,9,2,5,1,7,5,4
cell_02293,2,7,3,5,3,2,0,9,2,6,2,5,4,1
cell_02294,4,8,4,3,0,3,1,3,1,3,0,3,4,3
cell_02295,2,5,5,6,0,2,1,4,3,3,0,6,1,3
cell_02296,3,10,7,1,3,3,0,4,5,3,1,4,4,3
cell_02297,2,3,2,3,1,3,1,5,1,5,0,2,4,1
cell_02298,2,5,3,3,1,3,2,5,5,1,2,5,8,2
cell_02299,3,5,2,3,1,1,2,6,4,2,0,5,2,1
cell_02300,2,6,6,6,5,4,0,6,5,4,0,9,7,3
cell_02301,0,5,5,6,2,0,0,3,1,2,0,6,7,1
cell_02302,3,8,7,5,3,1,1,7,3,4,3,11,4,2
cell_02303,1,7,9,6,0,0,0,3,4,6,2,10,3,2
cell_02304,3,6,7,7,0,1,1,2,5,5,2,4,5,0
cell_02305,1,9,2,2,1,1,1,4,4,3,1,5,3,1
cell_02306,1,7,7,5,0,2,0,6,1,4,0,5,1,2
cell_02307,3,3,2,4,2,1,0,7,8,7,0,7,6,4
cell_02308,0,8,3,3,0,1,0,4,3,3,0,7,5,0
cell_02309,2,2,3,5,1,0,2,5,3,5,0,3,6,1
cell_02310,1,5,5,4,4,0,0,4,6,4,1,5,4,0
cell_02311,4,3,4,4,0,1,1,4,4,5,1,7,7,3
cell_02312,3,9,4,2,0,1,1,7,8,8,0,4,4,2
cell_02313,0,5,5,3,0,3,3,8,4,5,0,6,2,0
cell_02314,3,4,5,6,5,2,1,3,4,1,1,9,6,1
cell_02315,1,2,5,5,0,0,0,8,4,8,2,9,3,1
cell_02316,4,1,4,5,3,0,1,4,6,4,1,1,3,3
cell_02317,3,2,9,5,1,1,0,9,1,7,0,11,5,2
cell_02318,2,5,7,7,3,1,0,5,4,3,1,6,2,0
cell_02319,2,4,3,4,0,1,1,6,4,4,1,4,6,2
cell_02320,5,2,3,5,1,0,1,5,2,4,0,9,3,0
cell_02321,2,4,7,5,2,1,4,4,5,8,1,4,5,4
cell_02322,0,11,2,3,0,1,0,8,0,1,1,7,4,1
cell_02323,1,6,2,0,0,0,0,4,6,3,0,13,6,1
cell_02324,2,10,4,5,2,0,1,6,5,1,1,6,7,1
cell_02325,2,6,5,8,0,0,1,2,2,1,1,10,4,1
cell_02326,2,10,2,3,2,2,0,7,5,4,0,4,2,2
cell_02327,4,2,5,3,1,1,2,7,2,5,0,5,8,1
cell_02328,3,5,4,3,2,3,1,7,5,6,1,9,7,0
cell_02329,4,6,4,1,0,0,1,6,4,4,0,6,4,3
cell_02330,4,8,5,4,2,0,2,6,7,6,0,5,8,3
cell_02331,1,4,6,5,1,1,0,2,2,2,2,6,10,2
cell_02332,2,5,2,8,0,0,3,4,6,8,1,5,6,0
cell_02333,6,9,8,5,4,3,2,2,3,6,0,8,3,2
cell_02334,4,2,4,4,0,1,0,6,6,2,1,4,6,2
cell_02335,3,5,6,2,0,4,3,3,5,8,0,10,6,1
cell_02336,2,3,3,4,0,5,1,9,5,6,0,5,4,3
cell_02337,7,6,4,6,2,2,1,4,5,8,0,2,5,3
cell_02338,3,5,6,4,1,1,4,5,4,4,0,5,4,0
cell_02339,2,8,3,2,0,1,2,4,3,6,1,3,8,3
cell_02340,2,5,6,2,2,1,1,2,1,5,1,7,5,0
cell_02341,2,3,5,7,1,2,1,2,5,5,0,7,5,1
cell_02342,2,10,5,2,1,1,2,4,2,5,2,6,4,3
cell_02343,4,7,8,4,0,1,3,5,2,9,0,6,5,4
cell_02344,1,3,5,4,1,1,0,5,1,2,1,4,3,4
cell_02345,3,5,4,5,2,2,1,10,5,6,1,4,7,0
cell_02346,3,5,1,3,2,1,0,2,3,3,1,5,5,2
cell_02347,1,7,6,1,2,1,1,6,4,4,1,6,5,1
cell_02348,0,10,6,7,2,2,1,7,4,3,3,8,3,2
cell_02349,1,4,2,3,1,4,1,6,5,3,2,10,5,0
cell_02350,3,4,6,3,1,2,1,5,5,1,2,8,4,2
cell_02351,1,8,6,2,0,0,1,4,4,3,3,8,5,3
cell_02352,3,5,4,4,0,0,0,4,3,6,0,7,6,3
cell_02353,1,2,4,6,0,1,1,6,2,7,1,2,11,1
cell_02354,1,6,2,2,0,2,1,7,5,2,1,9,8,1
cell_02355,0,6,12,6,2,0,2,4,4,3,3,7,4,1
cell_02356,3,5,5,4,3,1,1,9,4,2,0,6,3,1
cell_02357,0,6,5,5,2,2,1,4,3,6,1,10,3,2
cell_02358,1,10,8,2,5,2,1,6,8,5,0,3,6,3
cell_02359,0,0,3,4,1,1,1,10,1,6,0,11,4,0
cell_02360,6,7,7,3,2,0,1,9,1,3,0,7,4,0
cell_02361,3,8,6,5,0,2,0,4,2,4,0,3,7,0
cell_02362,2,14,5,3,0,1,1,5,7,4,0,4,6,0
cell_02363,4,5,4,3,1,5,2,8,5,2,2,6,9,1
cell_02364,4,10,5,3,0,0,0,4,4,7,2,9,7,2
cell_02365,4,6,9,6,1,0,2,4,4,4,0,5,5,4
cell_02366,2,1,4,8,3,1,0,7,2,4,0,4,7,1
cell_02367,1,1,2,2,1,0,0,3,8,3,1,8,3,1
cell_02368,0,9,5,6,1,3,0,8,3,1,0,4,3,1
cell_02369,0,3,2,5,2,0,1,5,2,8,1,3,1,3
cell_02370,2,6,6,4,2,0,4,2,8,5,0,13,3,1
cell_02371,2,5,3,6,2,1,1,3,4,8,0,7,7,3
cell_02372,6,8,5,1,0,0,2,7,4,7,1,4,2,2
cell_02373,3,4,5,2,3,3,0,13,6,6,0,4,6,1
cell_02374,2,7,8,4,1,1,1,6,6,3,1,4,6,3
cell_02375,6,4,3,4,0,0,1,5,1,6,0,10,5,1
cell_02376,4,3,1,3,3,4,1,5,2,3,1,3,6,3
cell_02377,4,10,3,2,1,2,1,5,4,3,2,4,6,4
cell_02378,3,5,7,7,1,1,2,6,8,2,1,4,7,3
cell_02379,2,2,4,3,0,0,0,5,5,5,1,1,8,1
cell_02380,2,4,1,1,3,0,1,3,5,9,1,10,7,3
cell_02381,5,1,4,4,1,1,1,6,3,3,3,2,5,0
cell_02382,3,5,5,4,2,3,0,3,6,6,2,2,3,3
cell_02383,3,6,3,2,0,0,0,3,3,3,0,11,3,2
cell_02384,4,10,1,6,3,2,0,6,2,4,0,6,2,0
cell_02385,1,11,9,5,0,1,1,4,4,7,0,6,2,0
cell_02386,1,4,5,5,2,4,0,6,4,6,2,2,4,3
cell_02387,2,4,3,1,2,1,0,5,4,7,2,8,7,1
cell_02388,3,6,2,4,0,0,2,4,6,3,0,4,5,0
cell_02389,1,9,4,3,1,0,0,3,6,4,1,11,11,3
cell_02390,3,6,4,4,2,2,1,4,4,4,3,6,7,3
cell_02391,0,6,1,5,0,2,0,3,2,3,0,4,11,5
cell_02392,3,6,4,4,0,0,0,6,5,4,0,6,8,1
cell_02393,2,7,0,3,3,3,0,7,1,2,0,5,6,2
cell_02394,5,7,7,5,0,0,1,6,4,4,1,7,3,1
cell_02395,2,7,6,3,2,0,1,2,4,4,0,6,4,1
cell_02396,2,1,4,2,3,0,0,7,6,5,1,6,2,4
cell_02397,4,6,9,3,1,0,0,7,6,6,0,6,7,2
cell_02398,3,5,4,3,1,2,4,8,4,7,2,7,9,1
cell_02399,5,6,9,6,3,1,0,4,3,3,0,8,8,4
cell_02400,1,6,4,2,1,1,1,2,3,3,1,2,5,0
cell_02401,1,6,6,2,0,4,2,6,4,2,0,5,2,3
cell_02402,6,5,4,6,2,1,3,4,8,5,0,8,3,2
cell_02403,2,6,9,4,3,1,0,7,2,7,0,6,3,1
cell_02404,5,10,1,3,1,3,2,5,4,2,1,6,7,1
cell_02405,1,2,6,9,2,1,2,9,4,6,0,6,5,1
cell_02406,3,7,9,3,2,4,1,4,7,4,0,6,4,2
cell_02407,0,6,7,4,1,2,0,3,1,2,0,5,4,1
cell_02408,5,5,4,6,1,2,0,4,5,0,2,6,3,2
cell_02409,2,2,4,2,1,2,0,4,5,7,2,3,8,4
cell_02410,0,3,6,5,3,1,2,4,4,2,0,5,8,2
cell_02411,2,3,4,0,2,1,0,3,8,5,1,5,5,2
cell_02412,5,4,2,4,0,5,0,5,2,3,0,9,4,2
cell_02413,3,7,6,7,0,2,2,6,1,6,0,7,6,0
cell_02414,1,6,3,3,0,2,1,7,2,4,0,7,6,4
cell_02415,5,5,6,3,1,2,1,8,1,3,1,7,1,6
cell_02416,5,5,9,6,1,1,0,4,1,7,1,7,4,1
cell_02417,5,6,6,3,1,2,1,8,4,6,0,9,5,2
cell_02418,3,5,5,3,1,2,0,5,2,1,1,5,4,1
cell_02419,2,5,4,2,4,0,0,7,6,5,0,4,7,1
cell_02420,4,7,7,5,1,4,1,3,2,4,0,4,4,2
cell_02421,0,9,1,4,0,1,1,4,5,4,0,4,0,3
cell_02422,0,5,6,3,0,1,3,2,8,4,0,4,5,2
cell_02423,2,9,2,2,1,2,2,3,4,4,0,7,6,4
cell_02424,2,7,3,3,1,2,1,2,2,5,1,11,6,5
cell_02425,2,6,4,7,1,1,0,7,1,1,0,6,5,0
cell_02426,4,8,3,6,0,0,0,4,4,8,2,11,6,3
cell_02427,3,5,10,6,1,1,0,6,4,3,1,4,6,2
cell_02428,5,6,3,2,0,0,0,5,6,7,0,5,5,4
cell_02429,2,3,6,2,1,2,2,5,5,5,0,6,7,4
cell_02430,3,4,6,4,1,0,0,9,2,5,1,6,6,0
cell_02431,1,8,5,2,2,1,0,6,3,7,0,9,7,2
cell_02432,5,5,5,0,1,0,0,7,1,6,0,3,9,1
cell_02433,1,8,5,1,0,0,0,2,3,6,0,6,4,2
cell_02434,1,7,4,2,1,1,1,8,4,5,0,8,6,1
cell_02435,6,7,1,3,2,1,1,3,3,4,1,6,6,1
cell_02436,4,8,5,1,4,1,0,9,3,4,0,7,3,0
cell_02437,0,3,5,5,2,0,2,9,2,4,0,8,3,1
cell_02438,1,7,6,7,3,1,2,5,1,5,0,6,5,4
cell_02439,1,10,4,1,1,1,1,7,5,7,0,8,9,1
cell_02440,3,8,1,1,1,0,1,5,2,5,1,9,1,2
cell_02441,0,10,5,2,0,2,2,4,0,4,1,9,7,1
cell_02442,4,9,7,7,2,2,1,3,2,4,0,4,9,0
cell_02443,5,5,7,3,2,0,1,12,4,4,0,7,6,1
cell_02444,2,6,6,4,4,2,1,3,6,3,0,4,4,2
cell_02445,2,11,5,3,2,0,0,5,2,4,1,5,8,2
cell_02446,2,5,8,4,1,4,1,7,5,5,0,8,5,1
cell_02447,2,4,4,6,0,2,1,5,2,3,0,6,4,2
cell_02448,2,8,5,6,3,2,0,5,2,2,0,3,5,3
cell_02449,2,4,3,5,0,0,2,5,2,4,0,4,7,2
cell_02450,2,6,3,3,3,1,2,6,7,6,1,7,7,2
cell_02451,1,6,5,4,0,3,0,5,0,9,2,3,5,1
cell_02452,1,6,6,7,4,0,0,5,2,7,1,4,1,2
